participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,parameters_src,parameters_taskid,parameters_nextButtonText,parameters_maxWidth,parameters_margin,parameters_aspectRatio,parameters_hideNextUntilComplete,parameters_preventSeek,parameters_question,parameters_imgSrc,parameters_imgLabel,parameters_statType,parameters_responseId,parameters_instruction,parameters_imgSrcs,parameters_imgLabels,parameters_options,parameters_questionType,parameters_rankPrompts,parameters_pickQuestion,parameters_pickOptions,parameters_title,parameters_intro,parameters_sections,parameters_leftImgSrc,parameters_rightImgSrc,parameters_leftLabel,parameters_rightLabel,parameters_requiredPoints,parameters_seedPoints,parameters_gifSrc,lecture_type,practice_type,group,source_file,parameters_minTasks,parameters_height,parameters_expectedSource
64012ee6e3f2e59aaa36f718,add-points-3,59,add_points,DEFAULT,completed,NA,NA,NA,100,NA,NA,"[{""pointIndex"":1,""point"":{""x"":-0.5794,""y"":0.4981},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":0.0954,""slope"":0.0717}},{""pointIndex"":2,""point"":{""x"":-0.1686,""y"":0.1526},""before"":{""r"":0.0954,""slope"":0.0717},""after"":{""r"":0.0902,""slope"":0.0677}},{""pointIndex"":3,""point"":{""x"":0.0225,""y"":0.145},""before"":{""r"":0.0902,""slope"":0.0677},""after"":{""r"":0.093,""slope"":0.0696}},{""pointIndex"":4,""point"":{""x"":0.3357,""y"":0.2209},""before"":{""r"":0.093,""slope"":0.0696},""after"":{""r"":0.1257,""slope"":0.0899}},{""pointIndex"":5,""point"":{""x"":0.6569,""y"":0.593},""before"":{""r"":0.1257,""slope"":0.0899},""after"":{""r"":0.3207,""slope"":0.2271}},{""pointIndex"":6,""point"":{""x"":0.4211,""y"":0.3235},""before"":{""r"":0.3207,""slope"":0.2271},""after"":{""r"":0.3491,""slope"":0.2412}}]",NA,13488,13488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,add_points,"Please add 6 points that will move the correlation closer to 0, but not change the slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
64012ee6e3f2e59aaa36f718,add-points-3,59,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":34,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
6448503fab8d495eb76b51b0,add-points-1,57,add_points,DEFAULT,completed,NA,NA,NA,100,NA,NA,"[{""pointIndex"":1,""point"":{""x"":0.7208,""y"":0.457},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":0.5628,""slope"":0.3889}},{""pointIndex"":2,""point"":{""x"":0.6872,""y"":0.6797},""before"":{""r"":0.5628,""slope"":0.3889},""after"":{""r"":0.6627,""slope"":0.4926}},{""pointIndex"":3,""point"":{""x"":0.8953,""y"":0.6556},""before"":{""r"":0.6627,""slope"":0.4926},""after"":{""r"":0.7313,""slope"":0.5288}},{""pointIndex"":4,""point"":{""x"":0.8819,""y"":0.776},""before"":{""r"":0.7313,""slope"":0.5288},""after"":{""r"":0.7778,""slope"":0.5772}},{""pointIndex"":5,""point"":{""x"":0.6537,""y"":0.5352},""before"":{""r"":0.7778,""slope"":0.5772},""after"":{""r"":0.7892,""slope"":0.5846}},{""pointIndex"":6,""point"":{""x"":0.7611,""y"":0.9445},""before"":{""r"":0.7892,""slope"":0.5846},""after"":{""r"":0.7976,""slope"":0.6412}}]",NA,30700,30700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,add_points,"Please add 6 points that will positively increase the correlation, but not change the slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
6448503fab8d495eb76b51b0,add-points-1,57,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":44,""mousedown"":9,""mouseup"":8,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
6448503fab8d495eb76b51b0,add-points-2,58,add_points,DEFAULT,completed,NA,NA,NA,100,NA,NA,"[{""pointIndex"":1,""point"":{""x"":-0.4541,""y"":-0.506},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":0.5419,""slope"":0.4596}},{""pointIndex"":2,""point"":{""x"":-0.4407,""y"":-0.7046},""before"":{""r"":0.5419,""slope"":0.4596},""after"":{""r"":0.6044,""slope"":0.6006}},{""pointIndex"":3,""point"":{""x"":-0.6354,""y"":-0.7046},""before"":{""r"":0.6044,""slope"":0.6006},""after"":{""r"":0.6809,""slope"":0.6991}},{""pointIndex"":4,""point"":{""x"":-0.8368,""y"":-0.7588},""before"":{""r"":0.6809,""slope"":0.6991},""after"":{""r"":0.7447,""slope"":0.747}},{""pointIndex"":5,""point"":{""x"":-0.8368,""y"":-0.8912},""before"":{""r"":0.7447,""slope"":0.747},""after"":{""r"":0.7887,""slope"":0.8063}},{""pointIndex"":6,""point"":{""x"":-0.6488,""y"":-0.9634},""before"":{""r"":0.7887,""slope"":0.8063},""after"":{""r"":0.7986,""slope"":0.8674}},{""pointIndex"":7,""point"":{""x"":-0.6354,""y"":-0.9754},""before"":{""r"":0.7986,""slope"":0.8674},""after"":{""r"":0.8054,""slope"":0.9165}},{""pointIndex"":8,""point"":{""x"":-0.6354,""y"":-0.9754},""before"":{""r"":0.8054,""slope"":0.9165},""after"":{""r"":0.8117,""slope"":0.9561}}]",NA,40223,40223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,add_points,"Please add 6 points that will negatively increase the correlation, but not change the slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
6448503fab8d495eb76b51b0,add-points-2,58,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":2,""keyup"":2,""mousemove"":55,""mousedown"":13,""mouseup"":13,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
6448503fab8d495eb76b51b0,add-points-3,59,add_points,DEFAULT,completed,NA,NA,NA,100,NA,NA,"[{""pointIndex"":1,""point"":{""x"":0.6201,""y"":0.5533},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":0.5758,""slope"":0.4372}},{""pointIndex"":2,""point"":{""x"":0.7141,""y"":0.5172},""before"":{""r"":0.5758,""slope"":0.4372},""after"":{""r"":0.6543,""slope"":0.4779}},{""pointIndex"":3,""point"":{""x"":0.7611,""y"":0.6315},""before"":{""r"":0.6543,""slope"":0.4779},""after"":{""r"":0.7172,""slope"":0.5266}},{""pointIndex"":4,""point"":{""x"":0.8483,""y"":0.7218},""before"":{""r"":0.7172,""slope"":0.5266},""after"":{""r"":0.7666,""slope"":0.5699}},{""pointIndex"":5,""point"":{""x"":0.9491,""y"":0.6917},""before"":{""r"":0.7666,""slope"":0.5699},""after"":{""r"":0.7983,""slope"":0.5807}},{""pointIndex"":6,""point"":{""x"":0.9558,""y"":0.8001},""before"":{""r"":0.7983,""slope"":0.5807},""after"":{""r"":0.825,""slope"":0.6067}}]",NA,13691,13691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,add_points,"Please add 6 points that will move the correlation closer to 0, but not change the slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
6448503fab8d495eb76b51b0,add-points-3,59,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":20,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
65ccca52871269168cc029b5,add-points-1,57,add_points,DEFAULT,completed,NA,NA,NA,100,NA,NA,"[{""pointIndex"":1,""point"":{""x"":0.2358,""y"":0.2613},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":0.4523,""slope"":0.3409}},{""pointIndex"":2,""point"":{""x"":0.3748,""y"":0.3577},""before"":{""r"":0.4523,""slope"":0.3409},""after"":{""r"":0.5073,""slope"":0.3835}},{""pointIndex"":3,""point"":{""x"":-0.0311,""y"":-0.0077},""before"":{""r"":0.5073,""slope"":0.3835},""after"":{""r"":0.511,""slope"":0.3887}},{""pointIndex"":4,""point"":{""x"":-0.2813,""y"":-0.2107},""before"":{""r"":0.511,""slope"":0.3887},""after"":{""r"":0.5553,""slope"":0.431}},{""pointIndex"":5,""point"":{""x"":-0.4815,""y"":-0.3477},""before"":{""r"":0.5553,""slope"":0.431},""after"":{""r"":0.628,""slope"":0.4939}},{""pointIndex"":6,""point"":{""x"":-0.6316,""y"":-0.5},""before"":{""r"":0.628,""slope"":0.4939},""after"":{""r"":0.7043,""slope"":0.5674}}]",NA,32581,32581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,add_points,"Please add 6 points that will positively increase the correlation, but not change the slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
65ccca52871269168cc029b5,add-points-1,57,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":100,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":7,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
65ccca52871269168cc029b5,add-points-2,58,add_points,DEFAULT,completed,NA,NA,NA,100,NA,NA,"[{""pointIndex"":1,""point"":{""x"":0.0078,""y"":0.2613},""before"":{""r"":0.4211,""slope"":0.3156},""after"":{""r"":0.4114,""slope"":0.318}},{""pointIndex"":2,""point"":{""x"":0.0023,""y"":-0.3274},""before"":{""r"":0.4114,""slope"":0.318},""after"":{""r"":0.3651,""slope"":0.3156}},{""pointIndex"":3,""point"":{""x"":0.5138,""y"":0.7789},""before"":{""r"":0.3651,""slope"":0.3156},""after"":{""r"":0.5324,""slope"":0.5311}},{""pointIndex"":4,""point"":{""x"":0.5082,""y"":0.241},""before"":{""r"":0.5324,""slope"":0.5311},""after"":{""r"":0.5339,""slope"":0.4976}},{""pointIndex"":5,""point"":{""x"":-0.5093,""y"":-0.1853},""before"":{""r"":0.5339,""slope"":0.4976},""after"":{""r"":0.574,""slope"":0.5006}},{""pointIndex"":6,""point"":{""x"":-0.4926,""y"":-0.7639},""before"":{""r"":0.574,""slope"":0.5006},""after"":{""r"":0.6435,""slope"":0.644}}]",NA,31409,31409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,add_points,"Please add 6 points that will negatively increase the correlation, but not change the slope.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"[{""x"":-0.4,""y"":-0.4},{""x"":-0.45,""y"":0.3},{""x"":-0.3,""y"":0.2},{""x"":-0.2,""y"":-0.15},{""x"":-0.01,""y"":-0.2},{""x"":0.1,""y"":0.15},{""x"":0.3,""y"":0.05},{""x"":0.4,""y"":0.15},{""x"":0.51,""y"":0.45}]",NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
