participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,parameters_src,parameters_taskid,parameters_nextButtonText,parameters_maxWidth,parameters_margin,parameters_aspectRatio,parameters_hideNextUntilComplete,parameters_preventSeek,parameters_question,parameters_imgSrc,parameters_imgLabel,parameters_statType,parameters_responseId,parameters_instruction,parameters_imgSrcs,parameters_imgLabels,parameters_options,parameters_questionType,parameters_rankPrompts,parameters_pickQuestion,parameters_pickOptions,parameters_title,parameters_intro,parameters_sections,parameters_leftImgSrc,parameters_rightImgSrc,parameters_leftLabel,parameters_rightLabel,parameters_requiredPoints,parameters_seedPoints,parameters_gifSrc,lecture_type,practice_type,group,source_file,parameters_minTasks,parameters_height,parameters_expectedSource
663eb286696a0a72e8f06e0f,choose-strongest-r-1,54,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":11,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":1,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
663eb286696a0a72e8f06e0f,choose-strongest-r-2,55,graph_choice,DEFAULT,completed,NA,NA,NA,100,NA,NA,left,NA,6335,6335,NA,NA,NA,NA,NA,NA,NA,NA,Which graph shows the strongest correlation?,NA,NA,NA,graph_choice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assets/imgs/strongest-2-A.png,assets/imgs/strongest-2-B.png,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31",NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
663eb286696a0a72e8f06e0f,choose-strongest-r-2,55,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":7,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
6985cae61f4f48abdf956530,choose-strongest-r-1,54,graph_choice,DEFAULT,completed,NA,NA,NA,100,NA,NA,left,NA,35818,35818,NA,NA,NA,NA,NA,NA,NA,NA,Which graph shows the strongest correlation?,NA,NA,NA,graph_choice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assets/imgs/strongest-1-A.png,assets/imgs/strongest-1-B.png,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34",NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
6985cae61f4f48abdf956530,choose-strongest-r-1,54,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":24,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":17,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
6985cae61f4f48abdf956530,choose-strongest-r-2,55,graph_choice,DEFAULT,completed,NA,NA,NA,100,NA,NA,left,NA,12701,12701,NA,NA,NA,NA,NA,NA,NA,NA,Which graph shows the strongest correlation?,NA,NA,NA,graph_choice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assets/imgs/strongest-2-A.png,assets/imgs/strongest-2-B.png,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31",NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
6985cae61f4f48abdf956530,choose-strongest-r-2,55,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":7,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
698b661701f0981576ed9dec,choose-strongest-r-1,54,graph_choice,DEFAULT,completed,NA,NA,NA,100,NA,NA,left,NA,17204,17204,NA,NA,NA,NA,NA,NA,NA,NA,Which graph shows the strongest correlation?,NA,NA,NA,graph_choice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assets/imgs/strongest-1-A.png,assets/imgs/strongest-1-B.png,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34",NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
698b661701f0981576ed9dec,choose-strongest-r-1,54,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":21,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
698b661701f0981576ed9dec,choose-strongest-r-2,55,graph_choice,DEFAULT,completed,NA,NA,NA,100,NA,NA,left,NA,7408,7408,NA,NA,NA,NA,NA,NA,NA,NA,Which graph shows the strongest correlation?,NA,NA,NA,graph_choice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assets/imgs/strongest-2-A.png,assets/imgs/strongest-2-B.png,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31",NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
698b661701f0981576ed9dec,choose-strongest-r-2,55,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":18,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69991d70dd2583a349d03468,choose-strongest-r-1,54,graph_choice,DEFAULT,completed,NA,NA,NA,100,NA,NA,left,NA,5363,5363,NA,NA,NA,NA,NA,NA,NA,NA,Which graph shows the strongest correlation?,NA,NA,NA,graph_choice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assets/imgs/strongest-1-A.png,assets/imgs/strongest-1-B.png,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34",NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69991d70dd2583a349d03468,choose-strongest-r-1,54,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":1,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69991d70dd2583a349d03468,choose-strongest-r-2,55,graph_choice,DEFAULT,completed,NA,NA,NA,100,NA,NA,left,NA,2985,2985,NA,NA,NA,NA,NA,NA,NA,NA,Which graph shows the strongest correlation?,NA,NA,NA,graph_choice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assets/imgs/strongest-2-A.png,assets/imgs/strongest-2-B.png,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31",NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69991d70dd2583a349d03468,choose-strongest-r-2,55,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":5,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
699a436ee9032e2b2333d3c1,choose-strongest-r-1,54,graph_choice,DEFAULT,completed,NA,NA,NA,100,NA,NA,left,NA,3211,3211,NA,NA,NA,NA,NA,NA,NA,NA,Which graph shows the strongest correlation?,NA,NA,NA,graph_choice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assets/imgs/strongest-1-A.png,assets/imgs/strongest-1-B.png,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34",NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
699a436ee9032e2b2333d3c1,choose-strongest-r-1,54,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":11,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
699a436ee9032e2b2333d3c1,choose-strongest-r-2,55,graph_choice,DEFAULT,completed,NA,NA,NA,100,NA,NA,left,NA,3904,3904,NA,NA,NA,NA,NA,NA,NA,NA,Which graph shows the strongest correlation?,NA,NA,NA,graph_choice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assets/imgs/strongest-2-A.png,assets/imgs/strongest-2-B.png,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31",NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
699a436ee9032e2b2333d3c1,choose-strongest-r-2,55,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":18,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69b5d74131631c0333607bec,choose-strongest-r-1,54,graph_choice,DEFAULT,completed,NA,NA,NA,100,NA,NA,left,NA,5212,5212,NA,NA,NA,NA,NA,NA,NA,NA,Which graph shows the strongest correlation?,NA,NA,NA,graph_choice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assets/imgs/strongest-1-A.png,assets/imgs/strongest-1-B.png,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34",NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69b5d74131631c0333607bec,choose-strongest-r-1,54,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69b5d74131631c0333607bec,choose-strongest-r-2,55,graph_choice,DEFAULT,completed,NA,NA,NA,100,NA,NA,left,NA,5255,5255,NA,NA,NA,NA,NA,NA,NA,NA,Which graph shows the strongest correlation?,NA,NA,NA,graph_choice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assets/imgs/strongest-2-A.png,assets/imgs/strongest-2-B.png,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31",NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69b5d74131631c0333607bec,choose-strongest-r-2,55,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69bad0d8d699e854ef8e8184,choose-strongest-r-1,54,graph_choice,DEFAULT,completed,NA,NA,NA,100,NA,NA,left,NA,6611,6611,NA,NA,NA,NA,NA,NA,NA,NA,Which graph shows the strongest correlation?,NA,NA,NA,graph_choice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assets/imgs/strongest-1-A.png,assets/imgs/strongest-1-B.png,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34",NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69bad0d8d699e854ef8e8184,choose-strongest-r-1,54,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":29,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69bad0d8d699e854ef8e8184,choose-strongest-r-2,55,graph_choice,DEFAULT,completed,NA,NA,NA,100,NA,NA,left,NA,5852,5852,NA,NA,NA,NA,NA,NA,NA,NA,Which graph shows the strongest correlation?,NA,NA,NA,graph_choice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assets/imgs/strongest-2-A.png,assets/imgs/strongest-2-B.png,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31",NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69bad0d8d699e854ef8e8184,choose-strongest-r-2,55,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":27,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69c440c36f9c43fe1266a56b,choose-strongest-r-1,54,graph_choice,DEFAULT,completed,NA,NA,NA,100,NA,NA,right,NA,5897,5897,NA,NA,NA,NA,NA,NA,NA,NA,Which graph shows the strongest correlation?,NA,NA,NA,graph_choice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assets/imgs/strongest-1-A.png,assets/imgs/strongest-1-B.png,"Correlation = −0.70, slope = 1.10","Correlation = 0.32, slope = 0.34",NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69c440c36f9c43fe1266a56b,choose-strongest-r-1,54,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":12,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69c440c36f9c43fe1266a56b,choose-strongest-r-2,55,graph_choice,DEFAULT,completed,NA,NA,NA,100,NA,NA,left,NA,3188,3188,NA,NA,NA,NA,NA,NA,NA,NA,Which graph shows the strongest correlation?,NA,NA,NA,graph_choice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,assets/imgs/strongest-2-A.png,assets/imgs/strongest-2-B.png,"Correlation = 0.10, slope = 0.03","Correlation = 0.32, slope = 0.31",NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
69c440c36f9c43fe1266a56b,choose-strongest-r-2,55,windowEvents,DEFAULT,NA,NA,NA,NA,NA,NA,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control,Control,CC,main-control-control.csv,NA,NA,NA
