participantId,group,lecture_type,practice_type,source_file,trialId,responseId,responsePrompt,answer,duration,cleanedDuration,status,percentComplete,answer_length
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,assessment questions part one,q-slope,"In your own words, please describe what a slope is:",The incline or decline of the line on the graph,35938,35938,completed,100,47
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,connection-making,q-different,Please list as many ways slope and correlation are different as you can think of.,Slope is the decline or incline of the line on the graph and correlation is how far the points are from the line,134056,134056,completed,100,112
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,connection-making,q-same,Please list as many ways slope and correlation are the same as you can think of.,They're not the same... I don't know how to answer this question,134056,134056,completed,100,64
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,connection-making,switch-question-response-a,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",The correlation would remain the same but maybe be negative,134056,134056,completed,100,59
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,connection-making,switch-question-response-b,b. What would happen to the slope?,The slope would remain the same but I actually don't know.,134056,134056,completed,100,58
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,control-axis-swap-correlation,axis_swap_correlation_response,NA,The correlation value changed but sign stayed the same,31197,31197,completed,100,54
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,1,8374,8374,completed,100,1
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",1,8374,8374,completed,100,1
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,2,8374,8374,completed,100,1
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,2,8374,8374,completed,100,1
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,pre questions,q-class-time,"If yes, how long ago was your most recent statistics class?",12 years ago,141163,141163,completed,100,12
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",Two variables have a relationship (like x goes up y goes up) but aren't necessarily causing each other to change.,141163,141163,completed,100,113
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,pre questions,q-how-many,"If yes, how many statistics classes have you taken in total?",1,141163,141163,completed,100,1
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",The incline/decline of a line on a graph,141163,141163,completed,100,40
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,assessment intro,additional-questions,NA,how do I calculate slope? I understand how to look at the graph and see the direction of the slope but I'm still confused as to actually calculate it,43606,43606,completed,100,149
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,assessment questions part one,q-correlation,"In your own words, please describe what a correlation is:",correlation is the relationship of strength and direction of the variable,66031,66031,completed,100,73
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,assessment questions part one,q-motivation,"You have now finished the learning part of the experiment. Next up we have some questions about what you learned and how you felt about the online lecture.

But first,if there is time at the end, would you be interested in trying another problem?",Yes,66031,66031,completed,100,3
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,assessment questions part one,q-slope,"In your own words, please describe what a slope is:",slope is the rate of change,66031,66031,completed,100,27
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,connection-making,q-different,Please list as many ways slope and correlation are different as you can think of.,I don't understand the question,201985,201985,completed,100,31
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,connection-making,q-same,Please list as many ways slope and correlation are the same as you can think of.,the would both have to be 1,201985,201985,completed,100,27
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,connection-making,switch-question-response-a,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",the correlation would stay the same,201985,201985,completed,100,35
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,connection-making,switch-question-response-b,b. What would happen to the slope?,the slop does change,201985,201985,completed,100,20
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,control-axis-swap-correlation,axis_swap_correlation_response,NA,"The correlation value did not change, but the sign changed.",38775,38775,completed,100,59
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,control-axis-swap-slope,axis_swap_slope_response,NA,The slope stayed the same,7705,7705,completed,100,25
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,5,12718,12718,completed,100,1
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",3,12718,12718,completed,100,1
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,4,12718,12718,completed,100,1
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,2,12718,12718,completed,100,1
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,pre questions,q-class-time,"If yes, how long ago was your most recent statistics class?",10 years,104082,104082,completed,100,8
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",it means that two variables move together (like a relationship),104082,104082,completed,100,63
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,pre questions,q-how-many,"If yes, how many statistics classes have you taken in total?",1,104082,104082,completed,100,1
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",it's the rate of change,104082,104082,completed,100,23
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,assessment intro,additional-questions,NA,I am following this pretty well.  I think.  Far better than I expected at first.  I dont understand how to compute the value of slope and correlation at all though.,90457,90457,completed,100,164
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,assessment questions part one,q-correlation,"In your own words, please describe what a correlation is:",The extent to which two data points influence each other.,73198,73198,completed,100,57
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,assessment questions part one,q-motivation,"You have now finished the learning part of the experiment. Next up we have some questions about what you learned and how you felt about the online lecture.

But first,if there is time at the end, would you be interested in trying another problem?",Yes,73198,73198,completed,100,3
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,assessment questions part one,q-slope,"In your own words, please describe what a slope is:",The change in rise from one data point to another.,73198,73198,completed,100,50
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,connection-making,q-different,Please list as many ways slope and correlation are different as you can think of.,They are completely different.  One value (slope) tells us the change in values within an entire data set or from one specific vale top another.  Correlation tells us how adjacent a value on one axis is to a value on the other axis.,503174,503174,completed,100,232
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,connection-making,q-same,Please list as many ways slope and correlation are the same as you can think of.,I honestly dont see how they are related at all.  They tell us two entirely different things about the same set of data.,503174,503174,completed,100,120
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,connection-making,switch-question-response-a,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",I truly dont know.  Intutively it seems it would stay roughly the same.  If I saw a graph I might could tell you.,503174,503174,completed,100,113
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,connection-making,switch-question-response-b,b. What would happen to the slope?,"Exact same answer.  I am just not sure without seeing the actual graph.  The numbers part of this is the most confusing piece.  Which, since this is statistics, that is a problem.",503174,503174,completed,100,179
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,control-axis-swap-correlation,axis_swap_correlation_response,NA,The correlation value changed but sign stayed the same,100584,100584,completed,100,54
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,6,19629,19629,completed,100,1
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",6,19629,19629,completed,100,1
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,6,19629,19629,completed,100,1
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,6,19629,19629,completed,100,1
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,pre questions,q-class-time,"If yes, how long ago was your most recent statistics class?",35 years,287702,287702,completed,100,8
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:","How strong the direction of a linear relationship is between two independent variables,",287702,287702,completed,100,87
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,pre questions,q-how-many,"If yes, how many statistics classes have you taken in total?",2,287702,287702,completed,100,1
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",The ratio of the vertical and horizontal change between two data points on a graph.,287702,287702,completed,100,83
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,assessment intro,additional-questions,NA,"Conceptually I understand correlations and slopes, I do think though more inherent graph numeric values should have been given in order to identify a specific response.  I do realize that I'm rusty on all of this, so I apologize for epically failing this exercise.",119731,119731,completed,100,264
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,assessment questions part one,q-correlation,"In your own words, please describe what a correlation is:",Identifying how 1 element or component would have an impact on another ie a direct result.,168499,168499,completed,100,90
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,assessment questions part one,q-motivation,"You have now finished the learning part of the experiment. Next up we have some questions about what you learned and how you felt about the online lecture.

But first,if there is time at the end, would you be interested in trying another problem?",Yes,168499,168499,completed,100,3
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,assessment questions part one,q-slope,"In your own words, please describe what a slope is:","Slope is prevalent identifier of a negative, positive or a neutral result.",168499,168499,completed,100,74
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,connection-making,q-different,Please list as many ways slope and correlation are different as you can think of.,I don't know how to answer this question,199794,199794,completed,100,40
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,connection-making,q-same,Please list as many ways slope and correlation are the same as you can think of.,I don't know how to answer this question.,199794,199794,completed,100,41
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,connection-making,switch-question-response-a,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",the correlation would stay the same and the slope would change.,199794,199794,completed,100,63
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,connection-making,switch-question-response-b,b. What would happen to the slope?,it would change,199794,199794,completed,100,15
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,control-axis-swap-correlation,axis_swap_correlation_response,NA,The correlation stayed the same,105200,105200,completed,100,31
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,4,19458,19458,completed,100,1
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",5,19458,19458,completed,100,1
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,4,19458,19458,completed,100,1
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,5,19458,19458,completed,100,1
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,pre questions,q-class-time,"If yes, how long ago was your most recent statistics class?",20,96106,96106,completed,100,2
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",something that is similar or could be matched to.,96106,96106,completed,100,49
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,pre questions,q-how-many,"If yes, how many statistics classes have you taken in total?",1,96106,96106,completed,100,1
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:",something downhill could be referenced to a landscape or in an analysis chart of some sort.,96106,96106,completed,100,91
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,assessment intro,additional-questions,NA,I'm honestly just winging it. Trying to make the most sense of what I'm seeing and trying to corollate it correctly.,50332,50332,completed,100,116
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,assessment questions part one,q-correlation,"In your own words, please describe what a correlation is:","where the 2 lines cross each other (x, y)",175342,175342,completed,100,41
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,assessment questions part one,q-motivation,"You have now finished the learning part of the experiment. Next up we have some questions about what you learned and how you felt about the online lecture.

But first,if there is time at the end, would you be interested in trying another problem?",Yes,175342,175342,completed,100,3
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,assessment questions part one,q-slope,"In your own words, please describe what a slope is:",how steep the vertical line is with the lateral line,175342,175342,completed,100,52
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,connection-making,q-different,Please list as many ways slope and correlation are different as you can think of.,they measure 2 different things,93273,93273,completed,100,31
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,connection-making,q-same,Please list as many ways slope and correlation are the same as you can think of.,"both are measurements, both are in relation to graphs",93273,93273,completed,100,53
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,connection-making,switch-question-response-a,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",correlation would increase I think,93273,93273,completed,100,34
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,connection-making,switch-question-response-b,b. What would happen to the slope?,slope would stay the same I think,93273,93273,completed,100,33
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,control-axis-swap-correlation,axis_swap_correlation_response,NA,The correlation stayed the same,94703,94703,completed,100,31
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,1,19127,19127,completed,100,1
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",1,19127,19127,completed,100,1
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,1,19127,19127,completed,100,1
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,1,19127,19127,completed,100,1
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,pre questions,q-correlation,"In your own words, please describe what a correlation is:",the relationship between 2 or more variables,104280,104280,completed,100,44
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,pre questions,q-slope,"In your own words, please describe what a slope is:","slant, diagonal line",104280,104280,completed,100,20
699a436ee9032e2b2333d3c1,CC,Control,Control,main-control-control.csv,assessment intro,additional-questions,NA,What instance can cause the correlation to change value or sign if at all possible?,110853,110853,completed,100,83
699a436ee9032e2b2333d3c1,CC,Control,Control,main-control-control.csv,assessment questions part one,q-correlation,"In your own words, please describe what a correlation is:",A correlation is a measure that express strength and direction of a relationship between 2 or more variables.,167905,167905,completed,100,109
699a436ee9032e2b2333d3c1,CC,Control,Control,main-control-control.csv,assessment questions part one,q-motivation,"You have now finished the learning part of the experiment. Next up we have some questions about what you learned and how you felt about the online lecture.

But first,if there is time at the end, would you be interested in trying another problem?",No,167905,167905,completed,100,2
699a436ee9032e2b2333d3c1,CC,Control,Control,main-control-control.csv,assessment questions part one,q-slope,"In your own words, please describe what a slope is:",A slope describe of an increase or decrease in one unit variable change another variable.,167905,167905,completed,100,89
699a436ee9032e2b2333d3c1,CC,Control,Control,main-control-control.csv,connection-making,q-different,Please list as many ways slope and correlation are different as you can think of.,"correlation measure direction and strength while slope measure rate of change, correlation values is between -1 and 1 while slope is not, correlation is unitless while slope has units.",294689,294689,completed,100,184
699a436ee9032e2b2333d3c1,CC,Control,Control,main-control-control.csv,connection-making,q-same,Please list as many ways slope and correlation are the same as you can think of.,"Both describe a relationship, Both use the same data, if slope is 0 correlation is also 0, the sign of the slope and correlation is always the same.",294689,294689,completed,100,148
699a436ee9032e2b2333d3c1,CC,Control,Control,main-control-control.csv,connection-making,switch-question-response-a,"Let’s say a researcher has a correlation of .5 and a slope of .25. If they switched X and Y.

a. What would happen to the correlation?",Correlation would stay the same,294689,294689,completed,100,31
699a436ee9032e2b2333d3c1,CC,Control,Control,main-control-control.csv,connection-making,switch-question-response-b,b. What would happen to the slope?,The slope would become steeper it would be greater than .25 no sign change.,294689,294689,completed,100,75
699a436ee9032e2b2333d3c1,CC,Control,Control,main-control-control.csv,control-axis-swap-correlation,axis_swap_correlation_response,NA,The correlation value changed but sign stayed the same,44501,44501,completed,100,54
699a436ee9032e2b2333d3c1,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,5,14281,14281,completed,100,1
