participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,parameters_src,parameters_taskid,parameters_nextButtonText,parameters_maxWidth,parameters_margin,parameters_aspectRatio,parameters_hideNextUntilComplete,parameters_preventSeek,parameters_responseId,parameters_minTasks,parameters_height,parameters_expectedSource,parameters_question,parameters_imgSrc,parameters_imgLabel,parameters_statType,parameters_leftImgSrc,parameters_rightImgSrc,parameters_leftLabel,parameters_rightLabel,parameters_instruction,parameters_requiredPoints,parameters_seedPoints,parameters_gifSrc
"5d88db42c1d06e001a1fdcab","video-instruction","4","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":15,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","control-video","5","video_done","DEFAULT","completed","","","","100.00",""," ","true","","286977","286977","https://wpivis.github.io/plotwise-study/plotwise-pilot/assets/videos/Control_Video.mp4","video_done","Continue","1200","1em auto","16 / 9","true","true","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","control-video","5","windowEvents","DEFAULT","","","","","","","","{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":72,""mousedown"":1,""mouseup"":1,""resize"":2,""scroll"":3,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","after-watch","6","","DEFAULT","completed","","","","100.00","","","","","8785","8785","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","after-watch","6","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":19,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","thinkaloud","7","","DEFAULT","completed","","","","100.00","","","","","11221","11221","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","thinkaloud","7","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","point-clicker","8","plotwise_progress","DEFAULT","completed","","","","100.00",""," ","{""completedCount"":4,""completedTaskIds"":[1,2,3,6],""unlocked"":true}","","489804","489804","https://plotwise.dev/correlation-click/","","","","","","","","plotwise_progress","2","600","correlation-click","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","point-clicker","8","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":12,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","paint-brush","9","plotwise_progress","DEFAULT","completed","","","","100.00",""," ","{""completedCount"":6,""completedTaskIds"":[1,2,3,4,5,6],""unlocked"":true}","","334106","334106","https://plotwise.dev/correlation-paintbrush/","","","","","","","","plotwise_progress","2","600","correlation-paint","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","paint-brush","9","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":5,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","assessment intro","10","additional-questions","DEFAULT","completed","","","","100.00","","","I still have a hard time understanding how to adjust both to meet the parameters.","","32745","32745","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","assessment intro","10","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":55,""keydown"":56,""keyup"":53,""mousemove"":24,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","assessment questions part one","11","q-motivation","DEFAULT","completed","","","","100.00","","You have now finished the learning part of the experiment. Next up we have some questions about what you learned and how you felt about the online lecture.

But first,if there is time at the end, would you be interested in trying another problem?","No","","65169","65169","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","assessment questions part one","11","q-slope","DEFAULT","completed","","","","100.00","","In your own words, please describe what a slope is:","the y axis and how steep the line is and the direction is goes","","65169","65169","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","assessment questions part one","11","q-correlation","DEFAULT","completed","","","","100.00","","In your own words, please describe what a correlation is:","The rate of change","","65169","65169","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","assessment questions part one","11","windowEvents","DEFAULT","","","","","","","","{""focus"":4,""input"":50,""keydown"":50,""keyup"":47,""mousemove"":32,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","assessment-guess-slope","12","break","DEFAULT","completed","","","","100.00","","","[]","","6794","6794","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","assessment-guess-slope","12","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-4","13","stat_guess","DEFAULT","completed","","","","100.00","","","-0.3","","24871","24871","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-4.png","slope = -0.84","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-4","13","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".3","","24871","24871","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-4.png","slope = -0.84","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-4","13","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","24871","24871","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-4.png","slope = -0.84","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-4","13","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":70,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-7","14","stat_guess","DEFAULT","completed","","","","100.00","","",".6","","14785","14785","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-7.png","slope = 0.70","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-7","14","stat_guess_initial","DEFAULT","completed","","","","100.00","","","6","","14785","14785","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-7.png","slope = 0.70","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-7","14","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","14785","14785","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-7.png","slope = 0.70","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-7","14","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":4,""keydown"":5,""keyup"":5,""mousemove"":29,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-1","15","stat_guess","DEFAULT","completed","","","","100.00","","",".5","","14927","14927","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-1.png","slope = 0.47","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-1","15","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".5","","14927","14927","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-1.png","slope = 0.47","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-1","15","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","14927","14927","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-1.png","slope = 0.47","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-1","15","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":4,""keyup"":4,""mousemove"":52,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-2","16","stat_guess","DEFAULT","completed","","","","100.00","","",".02","","18576","18576","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-2.png","slope = 0.01","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-2","16","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".0","","18576","18576","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-2.png","slope = 0.01","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-2","16","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","18576","18576","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-2.png","slope = 0.01","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-2","16","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":3,""keydown"":6,""keyup"":6,""mousemove"":25,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-5","17","stat_guess","DEFAULT","completed","","","","100.00","","","-0.1","","8500","8500","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-5.png","slope = -0.37","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-5","17","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".1","","8500","8500","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-5.png","slope = -0.37","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-5","17","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","8500","8500","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-5.png","slope = -0.37","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-5","17","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":19,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-3","18","stat_guess","DEFAULT","completed","","","","100.00","","","-0.5","","12244","12244","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-3.png","slope = -0.50","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-3","18","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".5","","12244","12244","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-3.png","slope = -0.50","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-3","18","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","12244","12244","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-3.png","slope = -0.50","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-3","18","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":17,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-6","19","stat_guess","DEFAULT","completed","","","","100.00","","",".3","","15124","15124","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-6.png","slope = 0.29","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-6","19","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".3","","15124","15124","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-6.png","slope = 0.29","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-6","19","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","15124","15124","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-6.png","slope = 0.29","slope","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-slope-6","19","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":4,""keyup"":4,""mousemove"":35,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","assessment-guess-correlation","20","break","DEFAULT","completed","","","","100.00","","","[]","","2733","2733","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","assessment-guess-correlation","20","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":12,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-4","21","stat_guess","DEFAULT","completed","","","","100.00","","","-.5","","21617","21617","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-4.png","slope = -0.83, correlation = -0.70","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-4","21","stat_guess_initial","DEFAULT","completed","","","","100.00","","","5","","21617","21617","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-4.png","slope = -0.83, correlation = -0.70","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-4","21","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","21617","21617","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-4.png","slope = -0.83, correlation = -0.70","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-4","21","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":3,""keyup"":3,""mousemove"":35,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-2","22","stat_guess","DEFAULT","completed","","","","100.00","","",".3","","15265","15265","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-2.png","slope = 0.35, correlation = 0.57","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-2","22","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".3","","15265","15265","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-2.png","slope = 0.35, correlation = 0.57","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-2","22","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","15265","15265","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-2.png","slope = 0.35, correlation = 0.57","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-2","22","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":4,""keyup"":4,""mousemove"":33,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-7","23","stat_guess","DEFAULT","completed","","","","100.00","","",".2","","13886","13886","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-7.png","slope = 0.33, correlation = 0.26","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-7","23","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".2","","13886","13886","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-7.png","slope = 0.33, correlation = 0.26","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-7","23","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","13886","13886","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-7.png","slope = 0.33, correlation = 0.26","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-7","23","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":31,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-8","24","stat_guess","DEFAULT","completed","","","","100.00","","","-0.2","","10884","10884","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-8.png","slope = -0.16, correlation = -0.26","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-8","24","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".2","","10884","10884","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-8.png","slope = -0.16, correlation = -0.26","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-8","24","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","10884","10884","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-8.png","slope = -0.16, correlation = -0.26","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-8","24","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":32,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-11","25","stat_guess","DEFAULT","completed","","","","100.00","","","0","","5392","5392","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-11.png","slope = 0.01, correlation = 0.01","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-11","25","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","5392","5392","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-11.png","slope = 0.01, correlation = 0.01","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-11","25","stat_guess_sign","DEFAULT","completed","","","","100.00","","","zero","","5392","5392","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-11.png","slope = 0.01, correlation = 0.01","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-11","25","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":21,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-9","26","stat_guess","DEFAULT","completed","","","","100.00","","",".7","","6437","6437","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-9.png","slope = 0.47, correlation = 0.84","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-9","26","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".7","","6437","6437","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-9.png","slope = 0.47, correlation = 0.84","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-9","26","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","6437","6437","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-9.png","slope = 0.47, correlation = 0.84","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-9","26","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":17,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-1","27","stat_guess","DEFAULT","completed","","","","100.00","","",".5","","7563","7563","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-1.png","slope = 0.35, correlation = 0.71","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-1","27","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".5","","7563","7563","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-1.png","slope = 0.35, correlation = 0.71","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-1","27","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","7563","7563","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-1.png","slope = 0.35, correlation = 0.71","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-1","27","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":19,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-10","28","stat_guess","DEFAULT","completed","","","","100.00","","","-0.4","","8716","8716","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-10.png","slope = -0.46, correlation = -0.84","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-10","28","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".4","","8716","8716","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-10.png","slope = -0.46, correlation = -0.84","correlation","","","","","","","",""
"5d88db42c1d06e001a1fdcab","guess-correlation-10","28","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","8716","8716","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-10.png","slope = -0.46, correlation = -0.84","correlation","","","","","","","",""
