participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,parameters_src,parameters_taskid,parameters_nextButtonText,parameters_maxWidth,parameters_margin,parameters_aspectRatio,parameters_hideNextUntilComplete,parameters_preventSeek,parameters_question,parameters_imgSrc,parameters_imgLabel,parameters_statType,parameters_responseId,parameters_instruction,parameters_imgSrcs,parameters_imgLabels,parameters_options,parameters_questionType,parameters_rankPrompts,parameters_pickQuestion,parameters_pickOptions,parameters_title,parameters_intro,parameters_sections,parameters_leftImgSrc,parameters_rightImgSrc,parameters_leftLabel,parameters_rightLabel,parameters_requiredPoints,parameters_seedPoints,parameters_gifSrc
"5cbcfce214b3cb0015f03471","pre questions","3","q-class-taken","DEFAULT","completed","","","","100.00","","Have you ever taken a statistics class?","No","","119834","119834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","pre questions","3","q-how-many","DEFAULT","completed","","","","100.00","","If yes, how many statistics classes have you taken in total?","","","119834","119834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","pre questions","3","q-class-time","DEFAULT","completed","","","","100.00","","If yes, how long ago was your most recent statistics class?","","","119834","119834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","pre questions","3","q-class-level","DEFAULT","completed","","","","100.00","","If yes, what is the highest level of a statistics class you have taken?","","","119834","119834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","pre questions","3","q-grade","DEFAULT","completed","","","","100.00","","If yes, what grade did you get in the class?","","","119834","119834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","pre questions","3","windowEvents","DEFAULT","","","","","","","","{""focus"":6,""input"":92,""keydown"":96,""keyup"":82,""mousemove"":104,""mousedown"":8,""mouseup"":8,""resize"":0,""scroll"":19,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","video-instruction","4","","DEFAULT","completed","","","","100.00","","","","","10432","10432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","video-instruction","4","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":6,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","plotwise-video","5","video_done","DEFAULT","completed","","","","100.00",""," ","true","","312776","312776","https://wpivis.github.io/plotwise-study/plotwise-pilot/assets/videos/Plotwise_Video.mp4","video_done","Continue","1200","1em auto","16 / 9","true","true","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","plotwise-video","5","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":29,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":19,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","after-watch","6","","DEFAULT","completed","","","","100.00","","","","","9403","9403","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","after-watch","6","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":4,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","thinkaloud","7","","DEFAULT","completed","","","","100.00","","","","","336464","336464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","thinkaloud","7","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":25,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":5,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation","8","break","DEFAULT","completed","","","","100.00","","","[]","","11829","11829","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-correlation","8","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":22,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-1","9","stat_guess","DEFAULT","completed","","","","100.00","","","1","","105652","105652","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-1.png","slope = 0.96, correlation = 0.96","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-1","9","stat_guess_initial","DEFAULT","completed","","","","100.00","","","6","","105652","105652","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-1.png","slope = 0.96, correlation = 0.96","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-1","9","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","105652","105652","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-1.png","slope = 0.96, correlation = 0.96","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-1","9","windowEvents","DEFAULT","","","","","","","","{""focus"":4,""input"":12,""keydown"":18,""keyup"":16,""mousemove"":176,""mousedown"":8,""mouseup"":8,""resize"":0,""scroll"":41,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-2","10","stat_guess","DEFAULT","completed","","","","100.00","","","0","","30232","30232","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-2.png","slope = -0.59, correlation = -0.80","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-2","10","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","30232","30232","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-2.png","slope = -0.59, correlation = -0.80","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-2","10","stat_guess_sign","DEFAULT","completed","","","","100.00","","","zero","","30232","30232","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-2.png","slope = -0.59, correlation = -0.80","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-2","10","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":34,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":19,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-3","11","stat_guess","DEFAULT","completed","","","","100.00","","","0","","15156","15156","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-3.png","slope = 0.04, correlation = 0.05","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-3","11","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","15156","15156","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-3.png","slope = 0.04, correlation = 0.05","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-3","11","stat_guess_sign","DEFAULT","completed","","","","100.00","","","zero","","15156","15156","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-3.png","slope = 0.04, correlation = 0.05","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-3","11","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":17,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":12,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-4","12","stat_guess","DEFAULT","completed","","","","100.00","","","0","","8465","8465","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-4.png","slope = -0.30, correlation = -0.25","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-4","12","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","8465","8465","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-4.png","slope = -0.30, correlation = -0.25","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-4","12","stat_guess_sign","DEFAULT","completed","","","","100.00","","","zero","","8465","8465","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-4.png","slope = -0.30, correlation = -0.25","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-4","12","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":19,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":11,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-5","13","stat_guess","DEFAULT","completed","","","","100.00","","","-1","","28008","28008","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-5.png","slope = 0.70, correlation = 0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-5","13","stat_guess_initial","DEFAULT","completed","","","","100.00","","","1","","28008","28008","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-5.png","slope = 0.70, correlation = 0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-5","13","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","28008","28008","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-5.png","slope = 0.70, correlation = 0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-5","13","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":5,""keydown"":5,""keyup"":5,""mousemove"":50,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":20,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-6","14","stat_guess","DEFAULT","completed","","","","100.00","","","-1","","19163","19163","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-6.png","slope = -0.46, correlation = -0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-6","14","stat_guess_initial","DEFAULT","completed","","","","100.00","","","1","","19163","19163","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-6.png","slope = -0.46, correlation = -0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-6","14","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","19163","19163","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-6.png","slope = -0.46, correlation = -0.50","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-6","14","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":28,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":15,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-7","15","stat_guess","DEFAULT","completed","","","","100.00","","","0","","17649","17649","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-7.png","slope = -0.02, correlation = -0.04","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-7","15","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","17649","17649","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-7.png","slope = -0.02, correlation = -0.04","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-7","15","stat_guess_sign","DEFAULT","completed","","","","100.00","","","zero","","17649","17649","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-7.png","slope = -0.02, correlation = -0.04","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-7","15","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":22,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":17,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-8","16","stat_guess","DEFAULT","completed","","","","100.00","","","0","","10584","10584","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-8.png","slope = 0.01, correlation = 0","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-8","16","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","10584","10584","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-8.png","slope = 0.01, correlation = 0","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-8","16","stat_guess_sign","DEFAULT","completed","","","","100.00","","","zero","","10584","10584","","","","","","","","","What do you think the correlation is for this graph?","assets/imgs/control-r-8.png","slope = 0.01, correlation = 0","correlation","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-r-8","16","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":11,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-slope","17","break","DEFAULT","completed","","","","100.00","","","[]","","82479","82479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","guess-slope","17","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":26,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-1","18","stat_guess","DEFAULT","completed","","","","100.00","","","0","","15858","15858","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-1.png","slope = 0.05","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-1","18","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","15858","15858","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-1.png","slope = 0.05","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-1","18","stat_guess_sign","DEFAULT","completed","","","","100.00","","","zero","","15858","15858","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-1.png","slope = 0.05","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-1","18","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":18,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":7,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-2","19","stat_guess","DEFAULT","completed","","","","100.00","","","1","","17840","17840","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-2.png","slope = -0.15","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-2","19","stat_guess_initial","DEFAULT","completed","","","","100.00","","","1","","17840","17840","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-2.png","slope = -0.15","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-2","19","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","17840","17840","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-2.png","slope = -0.15","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-2","19","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":23,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":22,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-3","20","stat_guess","DEFAULT","completed","","","","100.00","","","0","","12941","12941","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-3.png","slope = -0.60","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-3","20","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","12941","12941","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-3.png","slope = -0.60","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-3","20","stat_guess_sign","DEFAULT","completed","","","","100.00","","","zero","","12941","12941","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-3.png","slope = -0.60","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-3","20","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":26,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":13,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-4","21","stat_guess","DEFAULT","completed","","","","100.00","","","-1","","15377","15377","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-4.png","slope = 0.60","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-4","21","stat_guess_initial","DEFAULT","completed","","","","100.00","","","1","","15377","15377","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-4.png","slope = 0.60","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-4","21","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","15377","15377","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-4.png","slope = 0.60","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-4","21","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":23,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":11,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-5","22","stat_guess","DEFAULT","completed","","","","100.00","","","1","","16733","16733","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-5.png","slope = -3.0","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-5","22","stat_guess_initial","DEFAULT","completed","","","","100.00","","","1","","16733","16733","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-5.png","slope = -3.0","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-5","22","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","16733","16733","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-5.png","slope = -3.0","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-5","22","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":32,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":15,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-6","23","stat_guess","DEFAULT","completed","","","","100.00","","","1","","29502","29502","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-6.png","slope = 1.50","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-6","23","stat_guess_initial","DEFAULT","completed","","","","100.00","","","1","","29502","29502","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-6.png","slope = 1.50","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-6","23","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","29502","29502","","","","","","","","","What do you think the slope is for this graph?","assets/imgs/control-slope-6.png","slope = 1.50","slope","stat_guess","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-slope-6","23","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":27,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":15,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","bonus-intro","24","","DEFAULT","completed","","","","100.00","","","","","71141","71141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","bonus-intro","24","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":20,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-axis-swap-correlation","25","axis_swap_correlation_response","DEFAULT","completed","","","","100.00","","","The correlation value did not change, but the sign changed.","","37182","37182","","","","","","","","","What do you think happened to the correlation after the swap?","","","","axis_swap_correlation_response","Compare the plot before and after swapping the X and Y axes.","[""assets/imgs/control-axis-swap-original.png"",""assets/imgs/control-axis-swap-swapped.png""]","[""Original"",""After swap""]","[""The correlation stayed the same"",""The correlation sign changed"",""The correlation value changed but sign stayed the same"",""The correlation value did not change, but the sign changed.""]","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-axis-swap-correlation","25","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":39,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":44,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-axis-swap-slope","26","axis_swap_slope_response","DEFAULT","completed","","","","100.00","","","The slope changed","","31215","31215","","","","","","","","","What do you think happened to the slope after the swap?","","","","axis_swap_slope_response","Compare the plot before and after swapping the X and Y axes.","[""assets/imgs/control-axis-swap-original.png"",""assets/imgs/control-axis-swap-swapped.png""]","[""Original"",""After swap""]","[""The slope stayed the same"",""The slope changed"",""The slope became zero""]","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-axis-swap-slope","26","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":33,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":26,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5cbcfce214b3cb0015f03471","control-same-slope-different-r","27","same-slope-different-r_response","DEFAULT","completed","","","","100.00","","","{""rank1"":""C"",""rank2"":""B"",""rank3"":""A""}","","40273","40273","","","","","","","","","","","","","same-slope-different-r_response","These three plots have the same slope but different correlations. Rank them from strongest to weakest correlation.","[""assets/imgs/correlation-r+0.53-slope+0.85.png"",""assets/imgs/correlation-r+0.78-slope+0.85.png"",""assets/imgs/correlation-r+0.93-slope+0.85.png""]","[""A"",""B"",""C""]","","ranking","[""1st (strongest correlation)"",""2nd"",""3rd (weakest correlation)""]","","","","","","","","","","","",""
