participantId,trialId,trialOrder,responseId,stage,status,rejectReason,description,rejectTime,percentComplete,instruction,responsePrompt,answer,correctAnswer,duration,cleanedDuration,parameters_src,parameters_taskid,parameters_nextButtonText,parameters_maxWidth,parameters_margin,parameters_aspectRatio,parameters_hideNextUntilComplete,parameters_preventSeek,parameters_responseId,parameters_minTasks,parameters_height,parameters_expectedSource,parameters_question,parameters_imgSrc,parameters_imgLabel,parameters_statType,parameters_leftImgSrc,parameters_rightImgSrc,parameters_leftLabel,parameters_rightLabel,parameters_instruction,parameters_requiredPoints,parameters_seedPoints,parameters_gifSrc
"58a5cf959e040a0001399f07","pre questions","3","q-grade","DEFAULT","completed","","","","100.00","","If yes, what grade did you get in the class?","","","85732","85732","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","pre questions","3","windowEvents","DEFAULT","","","","","","","","{""focus"":5,""input"":137,""keydown"":134,""keyup"":126,""mousemove"":32,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":4,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","video-instruction","4","","DEFAULT","completed","","","","100.00","","","","","8790","8790","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","video-instruction","4","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":8,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","plotwise-video","5","video_done","DEFAULT","completed","","","","100.00",""," ","true","","295882","295882","https://wpivis.github.io/plotwise-study/plotwise-pilot/assets/videos/Plotwise_Video.mp4","video_done","Continue","1200","1em auto","16 / 9","true","true","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","plotwise-video","5","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":7,""keyup"":8,""mousemove"":14,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":5,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","after-watch","6","","DEFAULT","completed","","","","100.00","","","","","6490","6490","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","after-watch","6","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":8,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","thinkaloud","7","","DEFAULT","completed","","","","100.00","","","","","11699","11699","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","thinkaloud","7","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":8,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","point-clicker","8","plotwise_progress","DEFAULT","completed","","","","100.00",""," ","{""completedCount"":5,""completedTaskIds"":[1,2,3,5,6],""unlocked"":true}","","458216","458216","https://plotwise.dev/correlation-click/","","","","","","","","plotwise_progress","2","600","correlation-click","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","point-clicker","8","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":27,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":5,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","paint-brush","9","plotwise_progress","DEFAULT","completed","","","","100.00",""," ","{""completedCount"":8,""completedTaskIds"":[1,2,3,4,5,6,7,8],""unlocked"":true}","","526465","526465","https://plotwise.dev/correlation-paintbrush/","","","","","","","","plotwise_progress","2","600","correlation-paint","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","paint-brush","9","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":39,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":6,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","assessment intro","10","additional-questions","DEFAULT","completed","","","","100.00","","","I don't have any questions about correlation or slope.  The graphing tool was a fun way to learn about both.","","70895","70895","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","assessment intro","10","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":70,""keydown"":70,""keyup"":67,""mousemove"":18,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":2,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","assessment questions part one","11","q-motivation","DEFAULT","completed","","","","100.00","","You have now finished the learning part of the experiment. Next up we have some questions about what you learned and how you felt about the online lecture.

But first,if there is time at the end, would you be interested in trying another problem?","Yes","","100407","100407","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","assessment questions part one","11","q-slope","DEFAULT","completed","","","","100.00","","In your own words, please describe what a slope is:","Slope is how a graph changes between points based on the y-axis coordinates.","","100407","100407","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","assessment questions part one","11","q-correlation","DEFAULT","completed","","","","100.00","","In your own words, please describe what a correlation is:","Correlation describes the relationship between two variables, one being on the x-axis and the other being on the y-axis of a graph.","","100407","100407","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","assessment questions part one","11","windowEvents","DEFAULT","","","","","","","","{""focus"":4,""input"":144,""keydown"":142,""keyup"":136,""mousemove"":35,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":2,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","assessment-guess-slope","12","break","DEFAULT","completed","","","","100.00","","","[]","","9208","9208","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","assessment-guess-slope","12","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":9,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-7","13","stat_guess","DEFAULT","completed","","","","100.00","","","1.25","","26990","26990","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-7.png","slope = 0.70","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-7","13","stat_guess_initial","DEFAULT","completed","","","","100.00","","","1","","26990","26990","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-7.png","slope = 0.70","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-7","13","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","26990","26990","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-7.png","slope = 0.70","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-7","13","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":3,""keydown"":3,""keyup"":3,""mousemove"":45,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-3","14","stat_guess","DEFAULT","completed","","","","100.00","","","-0.75","","41096","41096","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-3.png","slope = -0.50","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-3","14","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".7","","41096","41096","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-3.png","slope = -0.50","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-3","14","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","41096","41096","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-3.png","slope = -0.50","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-3","14","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":47,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":2,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-5","15","stat_guess","DEFAULT","completed","","","","100.00","","","-0.6","","43742","43742","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-5.png","slope = -0.37","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-5","15","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".6","","43742","43742","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-5.png","slope = -0.37","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-5","15","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","43742","43742","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-5.png","slope = -0.37","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-5","15","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":54,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-4","16","stat_guess","DEFAULT","completed","","","","100.00","","","-0.8","","15495","15495","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-4.png","slope = -0.84","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-4","16","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".8","","15495","15495","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-4.png","slope = -0.84","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-4","16","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","15495","15495","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-4.png","slope = -0.84","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-4","16","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":29,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-6","17","stat_guess","DEFAULT","completed","","","","100.00","","",".3","","28697","28697","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-6.png","slope = 0.29","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-6","17","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".3","","28697","28697","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-6.png","slope = 0.29","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-6","17","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","28697","28697","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-6.png","slope = 0.29","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-6","17","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":1,""keydown"":1,""keyup"":1,""mousemove"":40,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-1","18","stat_guess","DEFAULT","completed","","","","100.00","","",".5","","16271","16271","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-1.png","slope = 0.47","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-1","18","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".5","","16271","16271","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-1.png","slope = 0.47","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-1","18","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","16271","16271","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-1.png","slope = 0.47","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-1","18","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":24,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-2","19","stat_guess","DEFAULT","completed","","","","100.00","","","0","","10879","10879","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-2.png","slope = 0.01","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-2","19","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","10879","10879","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-2.png","slope = 0.01","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-2","19","stat_guess_sign","DEFAULT","completed","","","","100.00","","","zero","","10879","10879","","","","","","","","","stat_guess","","","","What do you think the slope is for this graph?","assets/imgs/guess-slope-2.png","slope = 0.01","slope","","","","","","","",""
"58a5cf959e040a0001399f07","guess-slope-2","19","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":27,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","assessment-guess-correlation","20","break","DEFAULT","completed","","","","100.00","","","[]","","25298","25298","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","assessment-guess-correlation","20","windowEvents","DEFAULT","","","","","","","","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":27,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":1,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-9","21","stat_guess","DEFAULT","completed","","","","100.00","","",".5","","19669","19669","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-9.png","slope = 0.47, correlation = 0.84","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-9","21","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".5","","19669","19669","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-9.png","slope = 0.47, correlation = 0.84","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-9","21","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","19669","19669","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-9.png","slope = 0.47, correlation = 0.84","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-9","21","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":18,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":3,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-8","22","stat_guess","DEFAULT","completed","","","","100.00","","","-.6","","14664","14664","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-8.png","slope = -0.16, correlation = -0.26","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-8","22","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".8","","14664","14664","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-8.png","slope = -0.16, correlation = -0.26","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-8","22","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","14664","14664","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-8.png","slope = -0.16, correlation = -0.26","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-8","22","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":6,""keydown"":6,""keyup"":6,""mousemove"":10,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-10","23","stat_guess","DEFAULT","completed","","","","100.00","","",".8","","8165","8165","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-10.png","slope = -0.46, correlation = -0.84","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-10","23","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".8","","8165","8165","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-10.png","slope = -0.46, correlation = -0.84","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-10","23","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","8165","8165","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-10.png","slope = -0.46, correlation = -0.84","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-10","23","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":8,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-3","24","stat_guess","DEFAULT","completed","","","","100.00","","","0","","8032","8032","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-3.png","slope = 0.35, correlation = 0.30","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-3","24","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","8032","8032","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-3.png","slope = 0.35, correlation = 0.30","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-3","24","stat_guess_sign","DEFAULT","completed","","","","100.00","","","zero","","8032","8032","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-3.png","slope = 0.35, correlation = 0.30","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-3","24","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":15,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-4","25","stat_guess","DEFAULT","completed","","","","100.00","","",".3","","11093","11093","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-4.png","slope = -0.83, correlation = -0.70","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-4","25","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".3","","11093","11093","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-4.png","slope = -0.83, correlation = -0.70","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-4","25","stat_guess_sign","DEFAULT","completed","","","","100.00","","","positive","","11093","11093","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-4.png","slope = -0.83, correlation = -0.70","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-4","25","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":2,""keydown"":2,""keyup"":2,""mousemove"":13,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-5","26","stat_guess","DEFAULT","completed","","","","100.00","","","-0.25","","12189","12189","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-5.png","slope = 0.34, correlation = 0.50","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-5","26","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".2","","12189","12189","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-5.png","slope = 0.34, correlation = 0.50","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-5","26","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","12189","12189","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-5.png","slope = 0.34, correlation = 0.50","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-5","26","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":3,""keydown"":3,""keyup"":3,""mousemove"":20,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-11","27","stat_guess","DEFAULT","completed","","","","100.00","","","0","","6550","6550","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-11.png","slope = 0.01, correlation = 0.01","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-11","27","stat_guess_initial","DEFAULT","completed","","","","100.00","","","0","","6550","6550","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-11.png","slope = 0.01, correlation = 0.01","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-11","27","stat_guess_sign","DEFAULT","completed","","","","100.00","","","zero","","6550","6550","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-11.png","slope = 0.01, correlation = 0.01","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-11","27","windowEvents","DEFAULT","","","","","","","","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":13,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":4,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-7","28","stat_guess","DEFAULT","completed","","","","100.00","","","-0.75","","11183","11183","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-7.png","slope = 0.33, correlation = 0.26","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-7","28","stat_guess_initial","DEFAULT","completed","","","","100.00","","",".7","","11183","11183","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-7.png","slope = 0.33, correlation = 0.26","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-7","28","stat_guess_sign","DEFAULT","completed","","","","100.00","","","negative","","11183","11183","","","","","","","","","stat_guess","","","","What do you think the correlation is for this graph?","assets/imgs/guess-correlation-7.png","slope = 0.33, correlation = 0.26","correlation","","","","","","","",""
"58a5cf959e040a0001399f07","guess-correlation-7","28","windowEvents","DEFAULT","","","","","","","","{""focus"":3,""input"":3,""keydown"":3,""keyup"":3,""mousemove"":11,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":2,""visibility"":0}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
